year,set,pc,feature,loading,explained
2019,full11,2,log_rv5,0.052697465623740905,0.1684959435331347
2019,full11,2,log_act_rel,0.39822292052025343,0.1684959435331347
2019,full11,2,dd20,-0.19064166911607647,0.1684959435331347
2019,full11,2,ret20,-0.2900659714964701,0.1684959435331347
2019,full11,2,one_minus_n,0.5281939862027674,0.1684959435331347
2019,full11,2,n_sd,0.5755875885083893,0.1684959435331347
2019,full11,2,ews_var,0.212830009076507,0.1684959435331347
2019,full11,2,ews_ar1,0.04939094669652273,0.1684959435331347
2019,full11,2,log_vix,-0.09693699650888545,0.1684959435331347
2019,full11,2,vrp,-0.22445652680372996,0.1684959435331347
2019,no_option9,1,log_rv20,0.4653300412547937,0.3746090077652969
2019,no_option9,1,log_rv5,0.46212590303320034,0.3746090077652969
2019,no_option9,1,log_act_rel,0.2650537030073783,0.3746090077652969
2019,no_option9,1,dd20,-0.4636224991085331,0.3746090077652969
2019,no_option9,1,ret20,-0.37421976315218564,0.3746090077652969
2019,no_option9,1,one_minus_n,-0.2855970362157937,0.3746090077652969
